Adm_No,Name,Gender,Class,total_marks,avg_marks,attendance_rate
10892,Student_10892,Female,II,439.2,73.2,100.0
10893,Student_10893,Female,III,,,0.0
10894,Student_10894,Male,I,260.7,86.89999999999999,100.0
10895,Student_10895,Other,II,,,0.0
10896,Student_10896,Female,III,157.9,52.63333333333333,100.0
10897,Student_10897,Male,I,199.20000000000002,66.4,0.0
10898,Student_10898,Male,II,340.4,56.73333333333333,100.0
10899,Student_10899,Female,III,,,100.0
10900,Student_10900,Other,I,127.5,42.5,100.0
10901,Student_10901,Other,II,281.4,93.8,100.0
10902,Student_10902,Female,III,185.20000000000002,30.86666666666667,100.0
10903,Student_10903,Female,I,,,0.0
10904,Student_10904,Male,II,209.2,69.73333333333333,0.0
10905,Student_10905,Female,III,,,0.0
10906,Student_10906,Male,I,534.0,89.0,100.0
10907,Student_10907,Other,II,,,100.0
10908,Student_10908,Female,III,198.6,66.2,100.0
10909,Student_10909,Male,I,,,0.0
10910,Student_10910,Other,II,227.10000000000002,75.7,0.0
10911,Student_10911,Other,III,,,0.0
10912,Student_10912,Male,I,109.6,36.53333333333333,0.0
10913,Student_10913,Male,II,,,100.0
10914,Student_10914,Male,III,90.5,30.166666666666668,0.0
10915,Student_10915,Female,I,,,100.0
10916,Student_10916,Female,II,156.5,52.166666666666664,0.0
10917,Student_10917,Other,III,,,0.0
10918,Student_10918,Other,I,900.0,100.0,100.0
10919,Student_10919,Other,II,,,100.0
10920,Student_10920,Other,III,314.8,52.46666666666667,0.0
10921,Student_10921,Male,I,,,100.0
10922,Student_10922,Male,II,133.7,44.56666666666666,0.0
10923,Student_10923,Other,III,562.2,93.7,100.0
10924,Student_10924,Female,I,409.0,68.16666666666667,100.0
10925,Student_10925,Male,II,,,0.0
10926,Student_10926,Other,III,186.0,62.0,0.0
10927,Student_10927,Male,I,,,0.0
10928,Student_10928,Other,II,214.6,35.766666666666666,0.0
10929,Student_10929,Other,III,,,0.0
10930,Student_10930,Female,I,289.79999999999995,96.59999999999998,100.0
10931,Student_10931,Female,II,,,0.0
10932,Student_10932,Other,III,203.4,67.8,0.0
10933,Student_10933,Other,I,,,0.0
10934,Student_10934,Female,II,231.7,77.23333333333333,100.0
10935,Student_10935,Male,III,,,0.0
10936,Student_10936,Male,I,287.7,95.89999999999999,100.0
10937,Student_10937,Female,II,,,0.0
10938,Student_10938,Male,III,168.1,56.03333333333333,0.0
10939,Student_10939,Other,I,,,100.0
10940,Student_10940,Female,II,247.4,82.46666666666667,100.0
10941,Student_10941,Other,III,,,100.0
10942,Student_10942,Male,I,441.8,73.63333333333334,100.0
10943,Student_10943,Male,II,,,100.0
10944,Student_10944,Female,III,267.5,89.16666666666667,100.0
10945,Student_10945,Male,I,,,0.0
10946,Student_10946,Other,II,223.89999999999998,74.63333333333333,0.0
10947,Student_10947,Female,III,,,100.0
10948,Student_10948,Other,I,286.5,95.5,100.0
10949,Student_10949,Other,II,299.6,49.93333333333334,100.0
10950,Student_10950,Male,III,517.4,86.23333333333333,100.0
10951,Student_10951,Other,I,,,100.0
10952,Student_10952,Male,II,240.8,80.26666666666667,100.0
10953,Student_10953,Other,III,,,0.0
10954,Student_10954,Other,I,265.5,88.5,0.0
10955,Student_10955,Other,II,,,0.0
10956,Student_10956,Female,III,140.4,46.800000000000004,100.0
10957,Student_10957,Male,I,176.89999999999998,58.96666666666666,0.0
10958,Student_10958,Male,II,240.5,80.16666666666667,100.0
10959,Student_10959,Male,III,225.2,75.06666666666666,100.0
10960,Student_10960,Other,I,163.5,54.5,100.0
10961,Student_10961,Female,II,,,100.0
10962,Student_10962,Male,III,372.79999999999995,62.133333333333326,0.0
10963,Student_10963,Male,I,,,100.0
10964,Student_10964,Male,II,211.7,70.56666666666666,100.0
10965,Student_10965,Male,III,,,0.0
10966,Student_10966,Other,I,276.6,46.1,0.0
10967,Student_10967,Other,II,167.7,55.9,100.0
10968,Student_10968,Female,III,146.4,48.800000000000004,100.0
10969,Student_10969,Other,I,,,0.0
10970,Student_10970,Female,II,123.4,41.13333333333333,0.0
10971,Student_10971,Male,III,,,100.0
10972,Student_10972,Other,I,396.3,44.03333333333333,0.0
10973,Student_10973,Male,II,189.5,63.166666666666664,100.0
10974,Student_10974,Other,III,467.79999999999995,77.96666666666665,0.0
10975,Student_10975,Other,I,,,0.0
10976,Student_10976,Male,II,241.3,80.43333333333334,0.0
10977,Student_10977,Male,III,,,0.0
10978,Student_10978,Female,I,261.4,87.13333333333333,0.0
10979,Student_10979,Other,II,,,100.0
10980,Student_10980,Male,III,239.39999999999998,79.8,0.0
10981,Student_10981,Other,I,98.2,32.733333333333334,100.0
10982,Student_10982,Female,II,184.5,61.5,0.0
10983,Student_10983,Other,III,,,100.0
10984,Student_10984,Female,I,410.2,68.36666666666666,100.0
10985,Student_10985,Female,II,,,0.0
10986,Student_10986,Female,III,526.6,87.76666666666667,100.0
10987,Student_10987,Male,I,,,0.0
10988,Student_10988,Male,II,265.4,88.46666666666665,100.0
10989,Student_10989,Male,III,186.70000000000002,62.23333333333334,0.0
10990,Student_10990,Other,I,149.2,49.73333333333333,0.0
10991,Student_10991,Female,II,184.0,61.333333333333336,100.0
10992,Student_10992,Female,III,138.1,46.03333333333333,0.0
10993,Student_10993,Other,I,248.3,82.76666666666667,100.0
10994,Student_10994,Other,II,324.4,54.06666666666666,0.0
10995,Student_10995,Male,III,,,0.0
10996,Student_10996,Female,I,228.3,76.10000000000001,0.0
10997,Student_10997,Female,II,,,0.0
10998,Student_10998,Other,III,113.0,37.666666666666664,100.0
10999,Student_10999,Other,I,254.3,84.76666666666667,100.0
11000,Student_11000,Female,II,272.2,90.73333333333333,100.0
11001,Student_11001,Male,III,,,0.0
11002,Student_11002,Female,I,194.1,64.7,100.0
11003,Student_11003,Male,II,372.0,62.0,100.0
11004,Student_11004,Other,III,136.5,45.5,100.0
11005,Student_11005,Other,I,86.9,28.96666666666667,0.0
11006,Student_11006,Other,II,128.9,42.96666666666667,0.0
11007,Student_11007,Male,III,,,0.0
11008,Student_11008,Female,I,234.2,78.06666666666666,100.0
11009,Student_11009,Other,II,,,100.0
11010,Student_11010,Female,III,208.5,69.5,0.0
11011,Student_11011,Other,I,,,100.0
11012,Student_11012,Female,II,79.5,26.5,0.0
11013,Student_11013,Female,III,,,0.0
11014,Student_11014,Female,I,243.3,81.10000000000001,100.0
11015,Student_11015,Male,II,,,0.0
11016,Student_11016,Female,III,179.9,59.96666666666667,100.0
11017,Student_11017,Male,I,,,100.0
11018,Student_11018,Other,II,172.2,28.7,0.0
11019,Student_11019,Female,III,,,100.0
11020,Student_11020,Female,I,130.3,43.43333333333334,0.0
11021,Student_11021,Other,II,,,100.0
11022,Student_11022,Female,III,387.8,64.63333333333334,0.0
11023,Student_11023,Other,I,,,0.0
11024,Student_11024,Female,II,610.8,67.86666666666666,0.0
11025,Student_11025,Other,III,,,0.0
11026,Student_11026,Other,I,108.6,36.199999999999996,0.0
11027,Student_11027,Male,II,,,0.0
11028,Student_11028,Male,III,176.2,58.73333333333333,100.0
11029,Student_11029,Other,I,,,0.0
11030,Student_11030,Male,II,373.2,41.46666666666667,0.0
11031,Student_11031,Other,III,127.9,42.63333333333333,0.0
11032,Student_11032,Male,I,280.8,93.60000000000001,100.0
11033,Student_11033,Other,II,,,100.0
11034,Student_11034,Other,III,207.0,69.0,100.0
11035,Student_11035,Female,I,185.4,61.800000000000004,100.0
11036,Student_11036,Female,II,216.0,72.0,100.0
11037,Student_11037,Female,III,111.9,37.300000000000004,0.0
11038,Student_11038,Female,I,236.2,78.73333333333333,100.0
11039,Student_11039,Female,II,,,0.0
11040,Student_11040,Male,III,125.7,41.9,100.0
11041,Student_11041,Male,I,,,100.0
11042,Student_11042,Other,II,457.20000000000005,50.800000000000004,0.0
11043,Student_11043,Other,III,,,0.0
11044,Student_11044,Female,I,198.2,66.06666666666666,0.0
11045,Student_11045,Other,II,,,100.0
11046,Student_11046,Female,III,83.9,27.96666666666667,0.0
11047,Student_11047,Female,I,165.0,55.0,0.0
11048,Student_11048,Male,II,165.0,55.0,100.0
11049,Student_11049,Female,III,255.60000000000002,85.2,100.0
11050,Student_11050,Male,I,242.60000000000002,40.43333333333334,100.0
11051,Student_11051,Other,II,,,100.0
11052,Student_11052,Male,III,274.7,91.56666666666666,100.0
11053,Student_11053,Female,I,267.6,89.2,0.0
11054,Student_11054,Female,II,179.8,59.93333333333334,0.0
11055,Student_11055,Male,III,,,100.0
11056,Student_11056,Female,I,95.6,31.866666666666664,0.0
11057,Student_11057,Male,II,,,100.0
11058,Student_11058,Male,III,148.7,49.56666666666666,100.0
11059,Student_11059,Other,I,,,0.0
11060,Student_11060,Female,II,438.4,73.06666666666666,0.0
11061,Student_11061,Female,III,,,100.0
11062,Student_11062,Male,I,401.6,66.93333333333334,0.0
11063,Student_11063,Male,II,,,0.0
11064,Student_11064,Female,III,114.1,38.03333333333333,0.0
11065,Student_11065,Other,I,,,0.0
11066,Student_11066,Male,II,523.2,87.2,0.0
11067,Student_11067,Other,III,,,0.0
11068,Student_11068,Male,I,181.1,60.36666666666667,0.0
11069,Student_11069,Female,II,,,0.0
11070,Student_11070,Male,III,149.8,49.93333333333334,100.0
11071,Student_11071,Other,I,,,100.0
11072,Student_11072,Other,II,165.9,55.300000000000004,100.0
11073,Student_11073,Other,III,,,100.0
11074,Student_11074,Other,I,195.3,65.10000000000001,0.0
11075,Student_11075,Other,II,,,0.0
11076,Student_11076,Female,III,182.0,60.666666666666664,100.0
11077,Student_11077,Other,I,,,0.0
11078,Student_11078,Male,II,194.6,64.86666666666666,0.0
11079,Student_11079,Female,III,,,0.0
11080,Student_11080,Other,I,263.4,87.8,0.0
11081,Student_11081,Female,II,197.9,65.96666666666667,0.0
11082,Student_11082,Other,III,278.6,92.86666666666667,100.0
11083,Student_11083,Female,I,,,100.0
11084,Student_11084,Female,II,306.6,51.1,0.0
11085,Student_11085,Male,III,,,100.0
11086,Student_11086,Male,I,401.2,66.86666666666666,100.0
11087,Student_11087,Other,II,,,0.0
11088,Student_11088,Other,III,761.7,84.63333333333334,100.0
11089,Student_11089,Female,I,411.8,68.63333333333334,0.0
11090,Student_11090,Other,II,322.6,53.76666666666667,100.0
11091,Student_11091,Male,III,,,0.0
11092,Student_11092,Other,I,145.0,48.333333333333336,0.0
11093,Student_11093,Female,II,,,100.0
11094,Student_11094,Female,III,256.4,42.73333333333333,100.0
11095,Student_11095,Male,I,122.5,40.833333333333336,0.0
11096,Student_11096,Female,II,197.7,65.89999999999999,100.0
11097,Student_11097,Other,III,258.1,86.03333333333335,100.0
11098,Student_11098,Other,I,165.7,55.23333333333333,100.0
11099,Student_11099,Female,II,,,100.0
11100,Student_11100,Male,III,247.9,82.63333333333334,100.0
11101,Student_11101,Male,I,,,0.0
11102,Student_11102,Male,II,496.2,82.7,0.0
11103,Student_11103,Male,III,,,100.0
11104,Student_11104,Other,I,214.29999999999998,71.43333333333332,0.0
11105,Student_11105,Male,II,,,100.0
11106,Student_11106,Male,III,147.0,49.0,0.0
11107,Student_11107,Male,I,201.8,67.26666666666667,0.0
11108,Student_11108,Female,II,189.8,31.633333333333336,0.0
11109,Student_11109,Female,III,,,0.0
11110,Student_11110,Male,I,177.20000000000002,59.06666666666667,100.0
11111,Student_11111,Female,II,,,0.0
11112,Student_11112,Male,III,112.6,37.53333333333333,100.0
11113,Student_11113,Other,I,147.8,49.26666666666667,100.0
11114,Student_11114,Male,II,160.8,53.6,0.0
11115,Student_11115,Male,III,,,100.0
11116,Student_11116,Female,I,160.1,53.36666666666667,100.0
11117,Student_11117,Other,II,295.4,49.23333333333333,0.0
11118,Student_11118,Female,III,225.10000000000002,75.03333333333335,0.0
11119,Student_11119,Male,I,,,0.0
11120,Student_11120,Female,II,229.2,76.39999999999999,100.0
11121,Student_11121,Male,III,174.79999999999998,58.26666666666666,100.0
11122,Student_11122,Male,I,88.6,29.53333333333333,100.0
11123,Student_11123,Other,II,,,0.0
11124,Student_11124,Other,III,282.5,94.16666666666667,100.0
11125,Student_11125,Male,I,,,0.0
11126,Student_11126,Female,II,188.0,31.333333333333332,100.0
11127,Student_11127,Female,III,248.2,41.36666666666667,100.0
11128,Student_11128,Other,I,193.9,64.63333333333334,0.0
11129,Student_11129,Other,II,,,100.0
11130,Student_11130,Female,III,246.3,82.10000000000001,0.0
11131,Student_11131,Male,I,420.6,70.10000000000001,100.0
11132,Student_11132,Male,II,287.5,95.83333333333333,100.0
11133,Student_11133,Male,III,,,0.0
11134,Student_11134,Other,I,201.39999999999998,67.13333333333333,100.0
11135,Student_11135,Other,II,255.5,85.16666666666667,0.0
11136,Student_11136,Other,III,262.2,87.39999999999999,0.0
11137,Student_11137,Male,I,,,0.0
11138,Student_11138,Male,II,498.20000000000005,83.03333333333335,100.0
11139,Student_11139,Male,III,,,100.0
11140,Student_11140,Female,I,470.0,78.33333333333333,100.0
11141,Student_11141,Male,II,,,0.0
11142,Student_11142,Female,III,453.2,75.53333333333333,0.0
11143,Student_11143,Other,I,342.8,57.13333333333333,0.0
11144,Student_11144,Male,II,421.6,70.26666666666667,0.0
11145,Student_11145,Other,III,,,100.0
11146,Student_11146,Female,I,309.4,51.56666666666666,0.0
11147,Student_11147,Other,II,,,0.0
11148,Student_11148,Male,III,230.1,76.7,0.0
11149,Student_11149,Male,I,501.6,83.60000000000001,100.0
11150,Student_11150,Male,II,68.9,22.96666666666667,0.0
11151,Student_11151,Other,III,471.20000000000005,78.53333333333335,100.0
11152,Student_11152,Other,I,374.8,62.46666666666667,0.0
11153,Student_11153,Male,II,,,100.0
11154,Student_11154,Female,III,213.5,71.16666666666667,100.0
11155,Student_11155,Other,I,133.5,44.5,0.0
11156,Student_11156,Other,II,147.0,49.0,0.0
11157,Student_11157,Other,III,234.10000000000002,78.03333333333335,0.0
11158,Student_11158,Other,I,142.9,47.63333333333333,100.0
11159,Student_11159,Other,II,,,100.0
11160,Student_11160,Other,III,147.7,49.23333333333333,100.0
11161,Student_11161,Other,I,,,0.0
11162,Student_11162,Female,II,512.6,85.43333333333334,100.0
11163,Student_11163,Female,III,,,100.0
11164,Student_11164,Female,I,383.6,63.93333333333334,0.0
11165,Student_11165,Other,II,124.10000000000001,41.36666666666667,0.0
11166,Student_11166,Male,III,208.0,69.33333333333333,0.0
11167,Student_11167,Other,I,202.9,67.63333333333334,0.0
11168,Student_11168,Female,II,276.4,92.13333333333333,100.0
11169,Student_11169,Male,III,,,100.0
11170,Student_11170,Female,I,364.8,40.53333333333333,100.0
11171,Student_11171,Male,II,,,0.0
11172,Student_11172,Other,III,582.3000000000001,64.7,0.0
11173,Student_11173,Female,I,,,0.0
11174,Student_11174,Female,II,280.20000000000005,46.70000000000001,100.0
11175,Student_11175,Male,III,,,0.0
11176,Student_11176,Male,I,230.8,38.46666666666667,0.0
11177,Student_11177,Other,II,,,100.0
11178,Student_11178,Other,III,258.8,43.13333333333333,0.0
11179,Student_11179,Male,I,,,100.0
11180,Student_11180,Other,II,112.2,37.4,100.0
11181,Student_11181,Female,III,,,100.0
11182,Student_11182,Female,I,339.3,37.7,100.0
11183,Student_11183,Female,II,252.1,84.03333333333333,0.0
11184,Student_11184,Other,III,244.8,81.60000000000001,0.0
11185,Student_11185,Other,I,,,0.0
11186,Student_11186,Female,II,370.8,61.800000000000004,100.0
11187,Student_11187,Female,III,167.9,55.96666666666667,0.0
11188,Student_11188,Other,I,190.0,63.333333333333336,100.0
11189,Student_11189,Female,II,,,0.0
11190,Student_11190,Female,III,180.2,60.06666666666666,100.0
11191,Student_11191,Female,I,137.5,45.833333333333336,100.0
11192,Student_11192,Female,II,118.9,39.63333333333333,0.0
11193,Student_11193,Male,III,,,100.0
11194,Student_11194,Male,I,143.9,47.96666666666667,100.0
11195,Student_11195,Female,II,,,0.0
11196,Student_11196,Male,III,78.3,26.099999999999998,0.0
11197,Student_11197,Female,I,264.0,44.0,100.0
11198,Student_11198,Other,II,558.4,93.06666666666666,100.0
11199,Student_11199,Male,III,,,100.0
11200,Student_11200,Female,I,148.1,49.36666666666667,0.0
11201,Student_11201,Other,II,,,0.0
11202,Student_11202,Male,III,168.1,56.03333333333333,100.0
11203,Student_11203,Other,I,669.6,74.4,100.0
11204,Student_11204,Male,II,90.7,30.233333333333334,0.0
11205,Student_11205,Other,III,,,100.0
11206,Student_11206,Female,I,96.4,32.13333333333333,0.0
11207,Student_11207,Male,II,,,0.0
11208,Student_11208,Other,III,200.5,66.83333333333333,100.0
11209,Student_11209,Male,I,,,100.0
11210,Student_11210,Female,II,153.3,51.1,100.0
11211,Student_11211,Female,III,,,100.0
11212,Student_11212,Other,I,341.4,56.9,0.0
11213,Student_11213,Female,II,,,0.0
11214,Student_11214,Other,III,93.6,31.2,100.0
11215,Student_11215,Female,I,264.1,88.03333333333335,100.0
11216,Student_11216,Female,II,111.4,37.13333333333333,0.0
11217,Student_11217,Female,III,,,100.0
11218,Student_11218,Other,I,101.6,33.86666666666667,100.0
11219,Student_11219,Female,II,,,0.0
11220,Student_11220,Male,III,91.30000000000001,30.433333333333337,0.0
11221,Student_11221,Other,I,180.0,60.0,0.0
11222,Student_11222,Female,II,185.4,61.800000000000004,100.0
11223,Student_11223,Female,III,220.7,73.56666666666666,0.0
11224,Student_11224,Male,I,269.2,44.86666666666667,0.0
11225,Student_11225,Other,II,,,100.0
11226,Student_11226,Male,III,158.8,52.93333333333334,0.0
11227,Student_11227,Other,I,,,100.0
11228,Student_11228,Male,II,273.8,91.26666666666667,100.0
11229,Student_11229,Female,III,,,0.0
11230,Student_11230,Male,I,141.8,47.26666666666667,100.0
11231,Student_11231,Female,II,,,100.0
11232,Student_11232,Other,III,143.5,47.833333333333336,100.0
11233,Student_11233,Female,I,,,100.0
11234,Student_11234,Female,II,239.1,79.7,100.0
11235,Student_11235,Male,III,,,100.0
11236,Student_11236,Other,I,246.7,82.23333333333333,100.0
11237,Student_11237,Female,II,,,100.0
11238,Student_11238,Female,III,185.2,61.73333333333333,100.0
11239,Student_11239,Other,I,230.0,76.66666666666667,100.0
11240,Student_11240,Female,II,116.60000000000001,38.86666666666667,0.0
11241,Student_11241,Other,III,120.6,40.199999999999996,0.0
11242,Student_11242,Male,I,590.0,98.33333333333333,0.0
11243,Student_11243,Female,II,,,0.0
11244,Student_11244,Female,III,281.5,93.83333333333333,100.0
11245,Student_11245,Male,I,,,0.0
11246,Student_11246,Female,II,268.8,89.60000000000001,0.0
11247,Student_11247,Other,III,,,100.0
11248,Student_11248,Other,I,228.2,76.06666666666666,100.0
11249,Student_11249,Other,II,248.3,82.76666666666667,0.0
11250,Student_11250,Other,III,419.2,69.86666666666666,100.0
11251,Student_11251,Other,I,,,0.0
11252,Student_11252,Male,II,477.79999999999995,79.63333333333333,0.0
