Adm_No,Subject,Marks,Percentage,Term
4785,Science,66.0,60.6,Mid
14716,Science,82.2,67.3,Final
6618,Science,42.4,39.1,Mid
3152,Science,91.5,79.7,Final
11631,Science,46.8,66.9,Mid
5581,Science,68.4,61.9,Final
7055,Science,52.0,50.1,Mid
7707,Science,47.5,51.7,Final
7620,Science,46.8,54.9,Mid
13248,Science,41.4,42.0,Final
4574,Science,91.3,67.6,Mid
3492,Science,35.6,40.8,Final
707,Science,51.6,60.2,Mid
6998,Science,37.5,55.6,Final
5234,Science,10.7,32.0,Mid
11257,Science,55.4,60.6,Final
8946,Science,77.3,78.8,Mid
14839,Science,97.2,93.0,Final
5756,Science,67.4,85.5,Mid
6961,Science,53.4,60.1,Final
8780,Science,97.3,98.3,Mid
1335,Science,70.8,81.7,Final
5589,Science,100.0,95.2,Mid
1848,Science,68.5,74.0,Final
6852,Science,90.3,81.5,Mid
12127,Science,68.0,74.5,Final
7212,Science,100.0,100.0,Mid
7866,Science,57.5,58.7,Final
12119,Science,30.7,27.8,Mid
3318,Science,98.7,94.8,Final
12213,Science,79.4,84.7,Mid
11348,Science,66.2,71.7,Final
12495,Science,64.3,63.8,Mid
10391,Science,52.9,54.7,Final
6812,Science,75.2,73.3,Mid
14864,Science,90.8,76.9,Final
165,Science,38.4,43.4,Mid
7061,Science,94.5,84.0,Final
10191,Science,64.0,57.3,Mid
3058,Science,97.6,69.9,Final
10277,Science,97.0,100.0,Mid
4429,Science,96.9,79.8,Final
403,Science,59.7,56.1,Mid
8606,Science,91.4,76.0,Final
8237,Science,88.2,77.8,Mid
6350,Science,93.3,83.6,Final
4158,Science,50.8,71.4,Mid
10660,Science,29.2,43.2,Final
868,Science,61.4,56.2,Mid
13780,Science,50.5,58.4,Final
8211,Science,35.9,40.3,Mid
365,Science,79.5,79.7,Final
7468,Science,54.0,53.1,Mid
12025,Science,55.2,48.3,Final
6572,Science,56.6,62.2,Mid
13429,Science,79.8,73.7,Final
580,Science,64.7,59.6,Mid
7675,Science,64.4,57.3,Final
8738,Science,78.9,73.8,Mid
14018,Science,12.6,38.0,Final
6469,Science,40.7,41.0,Mid
4151,Science,58.6,46.3,Final
13066,Science,45.2,58.1,Mid
3040,Science,61.6,68.8,Final
4138,Science,29.5,29.9,Mid
13609,Science,64.5,69.4,Final
12237,Science,78.9,71.7,Mid
12519,Science,33.2,36.2,Final
453,Science,75.3,75.3,Mid
12154,Science,73.1,64.6,Final
6538,Science,54.6,58.8,Mid
13834,Science,51.1,46.3,Final
1382,Science,84.2,80.2,Mid
8155,Science,82.5,78.9,Final
1468,Science,70.3,93.3,Mid
13440,Science,57.6,56.9,Final
2739,Science,87.9,85.3,Mid
7573,Science,55.0,51.8,Final
14728,Science,97.3,93.0,Mid
9409,Science,46.6,49.7,Final
6748,Science,43.8,37.7,Mid
881,Science,51.1,52.6,Final
12007,Science,89.4,94.9,Mid
3150,Science,40.5,46.5,Final
8277,Science,57.9,51.8,Mid
13342,Science,63.3,46.4,Final
7893,Science,30.5,43.1,Mid
4145,Science,88.6,92.1,Final
1169,Science,100.0,97.8,Mid
12357,Science,64.2,66.8,Final
3130,Science,72.3,67.7,Mid
3646,Science,95.3,89.5,Final
2527,Science,43.9,41.8,Mid
11060,Science,64.5,66.5,Final
3517,Science,87.7,86.7,Mid
3368,Science,95.4,82.0,Final
13990,Science,55.9,60.0,Mid
7339,Science,72.0,69.0,Final
13887,Science,22.3,39.6,Mid
10387,Science,58.6,55.9,Final
3556,Science,59.6,68.2,Mid
14158,Science,92.9,92.4,Final
5112,Science,60.4,59.3,Mid
6753,Science,91.7,76.3,Final
446,Science,75.5,80.6,Mid
6365,Science,74.2,84.8,Final
3627,Science,74.0,63.2,Mid
4017,Science,79.2,100.0,Final
3876,Science,99.3,91.5,Mid
5498,Science,68.1,76.9,Final
11530,Science,50.0,41.9,Mid
6239,Science,45.4,50.3,Final
262,Science,70.5,67.4,Mid
10041,Science,23.0,29.7,Final
4993,Science,26.4,39.3,Mid
13383,Science,100.0,92.1,Final
4026,Science,55.6,54.9,Mid
10459,Science,94.2,93.6,Final
13845,Science,56.4,44.8,Mid
8284,Science,65.9,45.8,Final
4223,Science,74.4,82.0,Mid
4176,Science,74.2,67.4,Final
14136,Science,58.1,68.1,Mid
11502,Science,72.8,66.3,Final
9175,Science,55.4,46.8,Mid
3444,Science,57.5,60.6,Final
5012,Science,59.7,60.4,Mid
10726,Science,72.1,70.7,Final
694,Science,37.7,38.4,Mid
12313,Science,100.0,87.1,Final
8348,Science,68.8,78.8,Mid
11781,Science,54.2,29.1,Final
14968,Science,75.5,73.9,Mid
1813,Science,61.5,68.9,Final
13842,Science,48.3,47.8,Mid
14255,Science,61.7,61.2,Final
14022,Science,45.6,46.4,Mid
13369,Science,54.2,45.0,Final
5725,Science,64.9,53.6,Mid
12307,Science,67.8,58.5,Final
1408,Science,36.2,49.5,Mid
8033,Science,90.8,65.1,Final
9409,Science,46.6,49.7,Mid
14573,Science,78.5,88.0,Final
1411,Science,82.0,67.6,Mid
3498,Science,72.2,75.2,Final
4373,Science,40.6,42.8,Mid
7395,Science,53.3,48.6,Final
13033,Science,84.9,85.5,Mid
552,Science,71.5,73.7,Final
11587,Science,100.0,96.1,Mid
9369,Science,65.0,60.0,Final
12927,Science,100.0,100.0,Mid
4333,Science,79.7,77.5,Final
998,Science,72.1,59.6,Mid
4077,Science,54.9,51.5,Final
14391,Science,64.8,53.9,Mid
6100,Science,99.7,87.6,Final
5556,Science,34.0,41.5,Mid
10924,Science,60.9,72.3,Final
14445,Science,44.3,37.1,Mid
12130,Science,54.9,59.9,Final
4053,Science,50.9,52.0,Mid
5304,Science,67.8,63.2,Final
8119,Science,42.3,58.0,Mid
13680,Science,44.1,53.7,Final
6103,Science,41.4,41.9,Mid
13510,Science,50.2,46.2,Final
5491,Science,79.2,69.6,Mid
8565,Science,26.9,36.7,Final
5617,Science,100.0,87.7,Mid
2249,Science,84.2,77.3,Final
849,Science,80.7,79.6,Mid
10749,Science,79.5,60.7,Final
13634,Science,44.1,50.2,Mid
10515,Science,63.0,70.0,Final
6355,Science,30.8,38.1,Mid
8696,Science,45.5,46.8,Final
8071,Science,85.2,67.9,Mid
11382,Science,45.2,47.9,Final
8895,Science,58.4,63.7,Mid
3626,Science,61.2,56.9,Final
14378,Science,33.5,46.8,Mid
315,Science,49.6,47.6,Final
2377,Science,60.1,77.3,Mid
9233,Science,21.9,49.3,Final
4379,Science,31.3,37.7,Mid
11183,Science,91.2,80.2,Final
8450,Science,69.1,71.6,Mid
575,Science,60.5,55.7,Final
12862,Science,32.4,20.7,Mid
14948,Science,75.3,70.4,Final
13331,Science,79.3,88.4,Mid
9745,Science,45.6,35.6,Final
12711,Science,45.3,51.0,Mid
5586,Science,93.2,86.0,Final
5493,Science,83.0,78.1,Mid
8950,Science,34.3,43.4,Final
2811,Science,66.3,65.3,Mid
8135,Science,46.3,38.4,Final
9297,Science,83.9,78.1,Mid
5671,Science,71.0,67.5,Final
7716,Science,22.2,37.7,Mid
6568,Science,27.9,48.3,Final
12717,Science,67.9,62.3,Mid
3460,Science,92.3,89.8,Final
6118,Science,22.9,22.7,Mid
3993,Science,50.9,58.3,Final
7838,Science,71.1,65.0,Mid
204,Science,40.5,42.2,Final
14532,Science,85.6,81.2,Mid
2776,Science,68.8,67.3,Final
10525,Science,100.0,93.0,Mid
1993,Science,81.9,65.7,Final
2244,Science,37.0,29.8,Mid
8499,Science,52.2,53.6,Final
1688,Science,80.7,83.4,Mid
4110,Science,35.7,37.6,Final
1861,Science,62.5,35.2,Mid
10154,Science,83.0,73.8,Final
5177,Science,9.6,25.3,Mid
723,Science,58.8,63.7,Final
8972,Science,77.2,78.3,Mid
13522,Science,41.9,36.6,Final
8721,Science,100.0,88.6,Mid
4894,Science,66.7,56.5,Final
344,Science,46.6,47.9,Mid
11979,Science,56.2,47.4,Final
11875,Science,43.1,46.0,Mid
5399,Science,39.7,49.4,Final
8401,Science,63.3,65.1,Mid
4737,Science,80.9,71.5,Final
3407,Science,100.0,99.4,Mid
9504,Science,49.6,47.9,Final
10492,Science,56.4,54.7,Mid
11529,Science,91.7,81.9,Final
14607,Science,48.7,52.4,Mid
10140,Science,64.5,63.1,Final
920,Science,88.4,84.6,Mid
5820,Science,78.5,74.8,Final
2045,Science,74.6,79.7,Mid
419,Science,46.6,45.9,Final
1750,Science,67.1,62.2,Mid
11035,Science,67.2,65.5,Final
7379,Science,83.8,87.2,Mid
13677,Science,59.0,80.2,Final
1100,Science,76.1,74.8,Mid
3393,Science,79.5,61.5,Final
2773,Science,47.4,65.5,Mid
10673,Science,78.6,77.7,Final
14445,Science,44.3,37.1,Mid
6785,Science,93.1,83.7,Final
1546,Science,49.0,53.3,Mid
1071,Science,77.9,81.6,Final
6523,Science,83.9,96.0,Mid
1851,Science,12.6,35.8,Final
13408,Science,46.3,61.2,Mid
5054,Science,65.4,69.4,Final
12391,Science,64.6,59.8,Mid
2940,Science,89.7,78.0,Final
13458,Science,69.3,70.2,Mid
10096,Science,83.4,89.3,Final
7195,Science,58.7,73.2,Mid
5852,Science,80.7,78.1,Final
6674,Science,59.2,69.0,Mid
679,Science,81.7,77.6,Final
14257,Science,77.0,79.3,Mid
989,Science,72.1,72.5,Final
13394,Science,86.2,81.4,Mid
10668,Science,73.0,74.1,Final
9800,Science,43.8,44.9,Mid
11062,Science,72.0,67.5,Final
1503,Science,76.2,72.1,Mid
1790,Science,56.5,50.9,Final
5282,Science,8.7,21.0,Mid
5028,Science,95.7,100.0,Final
1426,Science,37.5,40.6,Mid
13350,Science,57.1,43.1,Final
14267,Science,28.7,39.6,Mid
6655,Science,89.0,76.4,Final
2441,Science,82.0,78.2,Mid
10235,Science,57.0,77.2,Final
6857,Science,62.2,73.1,Mid
14830,Science,70.8,66.6,Final
7368,Science,54.4,51.1,Mid
9471,Science,59.6,62.9,Final
13491,Science,65.0,74.7,Mid
2595,Science,95.0,100.0,Final
4690,Science,60.5,72.9,Mid
2437,Science,22.2,28.7,Final
5518,Science,0.6,29.1,Mid
11996,Science,85.3,87.2,Final
10398,Science,48.8,62.2,Mid
9220,Science,48.9,42.3,Final
6311,Science,73.3,68.1,Mid
3540,Science,17.6,22.6,Final
13248,Science,41.4,42.0,Mid
14745,Science,99.7,84.7,Final
3484,Science,90.2,100.0,Mid
7372,Science,71.0,55.4,Final
2242,Science,39.0,52.1,Mid
6379,Science,86.8,73.7,Final
2766,Science,86.8,83.4,Mid
9366,Science,87.6,86.6,Final
11423,Science,61.5,66.9,Mid
11543,Science,65.6,74.6,Final
4912,Science,51.4,61.9,Mid
404,Science,81.1,88.2,Final
13181,Science,86.1,78.6,Mid
10918,Science,100.0,100.0,Final
3383,Science,48.7,48.0,Mid
4164,Science,80.6,70.1,Final
7631,Science,85.9,88.5,Mid
88,Science,81.7,73.9,Final
14553,Science,76.0,81.4,Mid
14337,Science,58.3,50.1,Final
9351,Science,41.1,57.0,Mid
5817,Science,57.3,47.3,Final
5471,Science,70.2,72.9,Mid
14476,Science,53.0,79.6,Final
14954,Science,52.3,51.4,Mid
6277,Science,69.6,70.9,Final
5740,Science,95.3,88.7,Mid
4274,Science,73.6,77.6,Final
11050,Science,38.1,37.3,Mid
9574,Science,36.9,38.6,Final
6524,Science,54.5,55.0,Mid
5004,Science,71.9,62.6,Final
8039,Science,70.4,48.0,Mid
14994,Science,75.7,68.2,Final
14786,Science,96.5,96.1,Mid
12874,Science,94.1,90.2,Final
6607,Science,50.2,47.8,Mid
13278,Science,57.6,54.9,Final
13420,Science,53.2,61.0,Mid
14458,Science,59.9,71.1,Final
2065,Science,43.5,62.0,Mid
5316,Science,60.0,46.9,Final
10567,Science,88.0,95.5,Mid
318,Science,39.6,50.5,Final
1503,Science,76.2,72.1,Mid
6131,Science,45.5,47.8,Final
7420,Science,95.1,90.4,Mid
2043,Science,71.5,76.4,Final
4599,Science,50.8,41.2,Mid
10215,Science,70.3,60.6,Final
119,Science,32.0,39.6,Mid
710,Science,49.3,53.4,Final
3558,Science,85.6,74.1,Mid
12333,Science,68.8,51.9,Final
12602,Science,100.0,86.3,Mid
3251,Science,82.7,59.1,Final
8062,Science,94.0,79.5,Mid
8610,Science,55.4,65.8,Final
2604,Science,58.9,63.9,Mid
12047,Science,48.5,46.1,Final
1102,Science,48.2,56.5,Mid
4422,Science,20.3,36.7,Final
7858,Science,34.2,34.1,Mid
11621,Science,45.1,31.4,Final
1,English,57.0,53.1,Mid
2,English,64.8,61.3,Final
3,English,79.2,89.6,Mid
4,English,54.7,41.6,Final
5,English,30.0,25.4,Mid
6,English,63.9,63.5,Final
7,English,39.2,39.1,Mid
8,English,53.4,69.6,Final
9,English,38.3,55.2,Mid
10,English,81.3,69.6,Final
11,English,70.8,77.5,Mid
12,English,58.0,65.0,Final
13,English,56.2,73.6,Mid
14,English,50.0,42.5,Final
15,English,70.3,69.3,Mid
16,English,76.1,73.7,Final
17,English,57.1,53.5,Mid
18,English,54.1,49.8,Final
19,English,58.3,59.2,Mid
20,English,60.4,61.9,Final
21,English,77.6,81.3,Mid
22,English,39.3,55.0,Final
23,English,19.9,33.5,Mid
24,English,100.0,94.6,Final
25,English,57.3,41.4,Mid
26,English,69.3,92.5,Final
27,English,86.9,82.5,Mid
28,English,63.4,75.4,Final
29,English,68.1,45.1,Mid
30,English,71.7,82.6,Final
31,English,95.4,90.4,Mid
32,English,77.4,77.1,Final
33,English,84.8,78.8,Mid
34,English,72.9,62.2,Final
35,English,36.5,46.9,Mid
36,English,100.0,90.4,Final
37,English,35.0,42.0,Mid
38,English,61.7,79.0,Final
39,English,61.7,66.5,Mid
40,English,63.8,65.4,Final
41,English,100.0,88.7,Mid
42,English,60.1,53.9,Final
43,English,29.0,23.7,Mid
44,English,56.4,63.6,Final
45,English,54.0,42.3,Mid
46,English,88.0,83.5,Final
47,English,53.9,48.7,Mid
48,English,100.0,96.3,Final
49,English,32.6,37.5,Mid
50,English,100.0,95.9,Final
51,English,82.8,76.2,Mid
52,English,99.8,90.4,Final
53,English,79.9,77.0,Mid
54,English,85.2,88.4,Final
55,English,100.0,92.5,Mid
56,English,39.2,39.5,Final
57,English,79.5,86.2,Mid
58,English,67.3,76.9,Final
59,English,59.9,41.1,Mid
60,English,53.4,46.2,Final
61,English,53.0,65.1,Mid
62,English,83.9,85.8,Final
63,English,76.7,77.4,Mid
64,English,47.6,54.9,Final
65,English,88.2,80.9,Mid
66,English,38.0,39.2,Final
67,English,47.3,46.9,Mid
68,English,71.8,82.4,Final
69,English,35.3,40.8,Mid
70,English,47.2,57.1,Final
71,English,51.4,24.6,Mid
72,English,23.8,50.0,Final
73,English,30.7,37.1,Mid
74,English,59.5,59.5,Final
75,English,46.5,51.5,Mid
76,English,99.1,96.4,Final
77,English,23.7,32.0,Mid
78,English,84.0,80.7,Final
79,English,100.0,91.5,Mid
80,English,12.8,32.7,Final
81,English,54.3,59.6,Mid
82,English,54.0,58.5,Final
83,English,98.5,83.0,Mid
84,English,72.0,69.1,Final
85,English,53.0,61.7,Mid
86,English,45.0,43.9,Final
87,English,46.7,61.3,Mid
88,English,89.5,73.9,Final
89,English,57.4,53.4,Mid
90,English,62.6,63.4,Final
91,English,63.1,59.9,Mid
92,English,79.4,82.0,Final
93,English,31.2,41.3,Mid
94,English,54.7,59.5,Final
95,English,87.6,76.8,Mid
96,English,88.2,87.9,Final
97,English,70.1,66.6,Mid
98,English,57.5,46.2,Final
99,English,48.3,39.9,Mid
100,English,61.6,66.9,Final
101,English,74.8,66.8,Mid
102,English,70.5,68.8,Final
103,English,64.8,73.5,Mid
104,English,89.0,81.9,Final
105,English,96.0,86.4,Mid
106,English,23.3,39.3,Final
107,English,42.7,52.9,Mid
108,English,66.9,75.9,Final
109,English,85.2,65.2,Mid
110,English,74.7,82.4,Final
111,English,49.0,67.3,Mid
112,English,76.7,88.9,Final
113,English,43.6,35.7,Mid
114,English,67.7,74.2,Final
115,English,52.8,61.3,Mid
116,English,20.1,37.1,Final
117,English,63.6,54.8,Mid
118,English,40.9,32.1,Final
119,English,41.9,39.6,Mid
120,English,72.6,81.9,Final
121,English,86.1,92.0,Mid
122,English,83.4,89.4,Final
123,English,95.8,98.4,Mid
124,English,80.0,87.8,Final
125,English,76.9,87.1,Mid
126,English,52.8,53.1,Final
127,English,67.1,52.7,Mid
128,English,71.2,82.6,Final
129,English,66.9,65.0,Mid
130,English,92.5,81.1,Final
131,English,75.3,73.8,Mid
132,English,41.9,40.6,Final
133,English,35.2,43.3,Mid
134,English,86.3,78.3,Final
135,English,84.0,73.4,Mid
136,English,63.5,50.1,Final
137,English,87.6,81.6,Mid
138,English,50.4,54.2,Final
139,English,67.0,67.6,Mid
140,English,76.4,85.7,Final
141,English,54.2,52.6,Mid
142,English,92.8,89.7,Final
143,English,66.5,62.0,Mid
144,English,92.0,78.7,Final
145,English,96.2,95.6,Mid
146,English,82.9,90.2,Final
147,English,82.8,84.5,Mid
148,English,74.9,71.7,Final
149,English,76.3,68.7,Mid
150,English,57.3,61.2,Final
151,English,32.8,36.9,Mid
152,English,45.6,39.3,Final
153,English,14.7,22.6,Mid
154,English,92.1,87.5,Final
155,English,55.7,46.8,Mid
156,English,77.6,77.5,Final
157,English,,26.5,Mid
158,English,27.9,38.4,Final
159,English,55.6,58.1,Mid
160,English,77.0,86.0,Final
161,English,54.2,48.9,Mid
162,English,61.2,86.0,Final
163,English,45.8,37.8,Mid
164,English,65.3,71.9,Final
165,English,35.6,43.4,Mid
166,English,70.7,58.3,Final
167,English,36.2,37.8,Mid
168,English,27.8,32.4,Final
169,English,69.2,66.2,Mid
170,English,80.1,78.4,Final
171,English,38.2,39.6,Mid
172,English,97.3,86.7,Final
173,English,58.2,80.8,Mid
174,English,39.8,50.5,Final
175,English,37.8,48.2,Mid
176,English,79.3,63.4,Final
177,English,99.8,86.1,Mid
178,English,64.5,63.1,Final
179,English,36.3,36.9,Mid
180,English,40.3,43.7,Final
181,English,59.8,49.5,Mid
182,English,47.5,59.5,Final
183,English,81.9,73.0,Mid
184,English,98.0,81.5,Final
185,English,61.8,59.7,Mid
186,English,41.6,38.6,Final
187,English,46.3,44.7,Mid
188,English,54.3,58.4,Final
189,English,55.4,71.8,Mid
190,English,77.6,76.1,Final
191,English,80.2,86.6,Mid
192,English,16.7,25.5,Final
193,English,78.0,80.1,Mid
194,English,91.3,84.1,Final
195,English,36.8,32.5,Mid
196,English,96.6,93.0,Final
197,English,78.5,71.9,Mid
198,English,94.7,90.7,Final
199,English,69.7,60.9,Mid
200,English,65.7,54.9,Final
201,English,98.9,90.0,Mid
202,English,43.1,50.1,Final
203,English,100.0,100.0,Mid
204,English,37.8,42.2,Final
205,English,50.2,59.9,Mid
206,English,76.3,82.7,Final
207,English,71.1,80.2,Mid
208,English,66.4,57.8,Final
209,English,67.7,65.2,Mid
210,English,93.2,82.5,Final
211,English,86.9,76.2,Mid
212,English,64.3,65.5,Final
213,English,69.7,62.8,Mid
214,English,47.3,61.4,Final
215,English,74.5,83.2,Mid
216,English,52.9,67.5,Final
217,English,66.6,75.7,Mid
218,English,35.1,43.0,Final
219,English,46.8,52.1,Mid
220,English,42.7,47.3,Final
221,English,54.4,61.5,Mid
222,English,71.5,82.4,Final
223,English,100.0,99.1,Mid
224,English,67.5,69.1,Final
225,English,82.8,77.4,Mid
226,English,78.3,85.6,Final
227,English,52.6,63.1,Mid
228,English,90.4,80.2,Final
229,English,66.4,54.8,Mid
230,English,47.1,44.6,Final
231,English,96.2,97.2,Mid
232,English,86.5,70.5,Final
233,English,50.7,39.7,Mid
234,English,50.3,52.6,Final
235,English,85.7,95.5,Mid
236,English,53.8,39.4,Final
237,English,63.0,87.6,Mid
238,English,99.0,100.0,Final
239,English,59.2,63.7,Mid
240,English,32.3,39.2,Final
241,English,28.1,36.1,Mid
242,English,27.5,28.6,Final
243,English,74.7,64.0,Mid
244,English,73.9,82.2,Final
245,English,100.0,95.8,Mid
246,English,40.8,44.0,Final
247,English,55.9,69.1,Mid
248,English,62.2,70.3,Final
249,English,34.5,40.0,Mid
250,English,54.1,59.2,Final
251,English,76.5,87.5,Mid
252,English,55.0,48.8,Final
253,English,38.5,32.5,Mid
254,English,61.5,63.2,Final
255,English,26.8,38.2,Mid
256,English,71.1,77.6,Final
257,English,88.1,87.9,Mid
258,English,21.7,34.9,Final
259,English,45.3,58.4,Mid
260,English,90.3,93.4,Final
261,English,60.3,75.8,Mid
262,English,74.0,67.4,Final
263,English,87.4,86.1,Mid
264,English,49.4,36.2,Final
265,English,63.1,75.7,Mid
266,English,48.3,55.3,Final
267,English,59.4,51.8,Mid
268,English,80.2,72.6,Final
269,English,53.4,69.4,Mid
270,English,90.1,74.9,Final
271,English,22.3,30.2,Mid
272,English,100.0,100.0,Final
273,English,56.2,58.8,Mid
274,English,71.0,62.3,Final
275,English,28.0,49.2,Mid
276,English,100.0,69.0,Final
277,English,60.1,60.3,Mid
278,English,71.2,58.1,Final
279,English,71.5,70.7,Mid
280,English,60.3,56.5,Final
281,English,85.9,75.9,Mid
282,English,76.9,59.3,Final
283,English,76.3,76.3,Mid
284,English,44.1,28.0,Final
285,English,47.1,46.8,Mid
286,English,42.5,36.4,Final
287,English,54.9,52.6,Mid
288,English,71.4,69.3,Final
289,English,51.0,53.1,Mid
290,English,27.9,31.0,Final
291,English,40.5,42.2,Mid
292,English,74.3,64.6,Final
293,English,94.4,82.4,Mid
294,English,36.1,55.9,Final
295,English,84.2,88.3,Mid
296,English,30.6,48.0,Final
297,English,75.3,73.4,Mid
298,English,35.6,48.5,Final
299,English,62.7,75.1,Mid
300,English,53.5,56.7,Final
301,English,75.7,90.9,Mid
302,English,73.2,67.6,Final
303,English,62.2,60.2,Mid
304,English,65.9,73.2,Final
305,English,69.0,64.3,Mid
306,English,41.5,45.8,Final
307,English,97.4,96.6,Mid
308,English,100.0,75.0,Final
309,English,36.6,39.1,Mid
310,English,51.3,50.3,Final
311,English,55.7,48.2,Mid
312,English,100.0,91.6,Final
313,English,45.7,51.9,Mid
314,English,73.8,77.7,Final
315,English,53.2,47.6,Mid
316,English,95.4,100.0,Final
317,English,53.0,50.5,Mid
318,English,70.0,50.5,Final
319,English,78.9,81.4,Mid
320,English,69.9,74.5,Final
321,English,87.3,69.2,Mid
322,English,86.0,90.7,Final
323,English,38.1,35.1,Mid
324,English,15.1,34.1,Final
325,English,62.3,55.8,Mid
326,English,48.7,46.2,Final
327,English,53.2,68.1,Mid
328,English,60.4,60.8,Final
329,English,73.7,64.1,Mid
330,English,90.5,96.0,Final
331,English,50.6,55.8,Mid
332,English,56.8,45.1,Final
333,English,61.0,61.6,Mid
334,English,89.4,82.6,Final
335,English,81.9,69.4,Mid
336,English,71.1,79.6,Final
337,English,69.6,77.6,Mid
338,English,80.0,76.4,Final
339,English,73.8,81.9,Mid
340,English,51.7,51.8,Final
341,English,100.0,100.0,Mid
342,English,70.4,62.9,Final
343,English,48.7,51.9,Mid
344,English,65.7,47.9,Final
345,English,100.0,84.7,Mid
346,English,47.6,55.8,Final
347,English,100.0,90.6,Mid
348,English,93.9,99.6,Final
349,English,38.2,53.1,Mid
350,English,41.0,40.1,Final
351,English,49.3,44.4,Mid
352,English,59.6,65.1,Final
353,English,56.5,58.9,Mid
354,English,57.2,49.9,Final
355,English,60.4,77.6,Mid
356,English,69.6,70.8,Final
357,English,53.7,65.9,Mid
358,English,35.5,40.4,Final
359,English,76.4,60.3,Mid
360,English,81.5,78.5,Final
361,English,91.2,67.5,Mid
362,English,34.7,40.0,Final
363,English,81.8,69.4,Mid
364,English,87.4,78.2,Final
365,English,62.7,79.7,Mid
366,English,44.2,50.2,Final
367,English,76.5,62.3,Mid
368,English,87.3,82.9,Final
369,English,77.3,85.1,Mid
370,English,58.9,75.5,Final
371,English,42.1,61.0,Mid
372,English,41.9,33.1,Final
373,English,53.7,65.3,Mid
374,English,98.7,82.2,Final
375,English,47.9,37.8,Mid
376,English,14.4,40.8,Final
377,English,85.1,80.5,Mid
378,English,67.7,74.8,Final
379,English,35.0,36.3,Mid
380,English,100.0,100.0,Final
381,English,54.6,57.0,Mid
382,English,86.5,83.1,Final
383,English,71.4,83.7,Mid
384,English,91.5,82.9,Final
385,English,66.9,83.0,Mid
386,English,90.2,93.4,Final
387,English,90.5,93.7,Mid
388,English,74.3,59.2,Final
389,English,40.9,52.0,Mid
390,English,49.0,45.7,Final
391,English,50.8,43.5,Mid
392,English,88.4,80.8,Final
393,English,45.1,47.9,Mid
394,English,100.0,94.3,Final
395,English,49.1,34.9,Mid
396,English,34.6,42.4,Final
